protein	scaffold	AMG KO	AMG KO name	Pfam	Pfam name
metaspades_NG-13376_924T3_lib202100_5478_NODE_1064_length_3929_cov_2.94528_1	metaspades_NG-13376_924T3_lib202100_5478_NODE_1064_length_3929_cov_2.94528	K21064	"ycsE, yitU, ywtE; 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]"	PF08282.12	haloacid dehalogenase-like hydrolase
metaspades_NG-14069_923T8_lib221224_5627_NODE_9609_length_4094_cov_4.72766_3	metaspades_NG-14069_923T8_lib221224_5627_NODE_9609_length_4094_cov_4.72766	K00859	coaE; dephospho-CoA kinase [EC:2.7.1.24]	PF01121.20	Dephospho-CoA kinase
metaspades_NG-14069_923T8_lib221224_5627_NODE_9609_length_4094_cov_4.72766_4	metaspades_NG-14069_923T8_lib221224_5627_NODE_9609_length_4094_cov_4.72766	K06167	"phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]"	PF12706.7	Beta-lactamase superfamily domain
metaspades_NG-14069_925T8_lib221226_5627_NODE_3271_length_9926_cov_7.3644_1	metaspades_NG-14069_925T8_lib221226_5627_NODE_3271_length_9926_cov_7.3644	K11381	bkdA; 2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]	PF00676.20	Dehydrogenase E1 component
metaspades_NG-14069_925T8_lib221226_5627_NODE_5637_length_6648_cov_8.28439_3	metaspades_NG-14069_925T8_lib221226_5627_NODE_5637_length_6648_cov_8.28439	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_925T8_lib221226_5627_NODE_32572_length_1811_cov_2.61276_4	metaspades_NG-14069_925T8_lib221226_5627_NODE_32572_length_1811_cov_2.61276	K01916	nadE; NAD+ synthase [EC:6.3.1.5]	PF02540.17	NAD synthase
metaspades_NG-13376_925T1_lib202079_5478_NODE_914_length_4098_cov_4.98788_6	metaspades_NG-13376_925T1_lib202079_5478_NODE_914_length_4098_cov_4.98788	K01934	MTHFS; 5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]	PF01812.20	5-formyltetrahydrofolate cyclo-ligase family
metaspades_NG-14069_919T8_lib221220_5627_NODE_10968_length_4790_cov_11.6264_1	metaspades_NG-14069_919T8_lib221220_5627_NODE_10968_length_4790_cov_11.6264	K21064	"ycsE, yitU, ywtE; 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]"	PF08282.12	haloacid dehalogenase-like hydrolase
metaspades_NG-13376_924T2_lib202051_5478_NODE_278_length_3938_cov_4.11228_4	metaspades_NG-13376_924T2_lib202051_5478_NODE_278_length_3938_cov_4.11228	K02110	"ATPF0C, atpE; F-type H+-transporting ATPase subunit c"		
metaspades_NG-14069_GD_lib221227_5627_NODE_9421_length_3402_cov_28.8109_4	metaspades_NG-14069_GD_lib221227_5627_NODE_9421_length_3402_cov_28.8109	K01006	"ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]"	PF02896.18	"PEP-utilising enzyme, TIM barrel domain"
metaspades_NG-14069_919T8_lib221220_5627_NODE_5439_length_8930_cov_5.86851_10	metaspades_NG-14069_919T8_lib221220_5627_NODE_5439_length_8930_cov_5.86851	K07029	dagK; diacylglycerol kinase (ATP) [EC:2.7.1.107]	PF00781.24	Diacylglycerol kinase catalytic domain
metaspades_NG-13040_917T1L_lib194752_5429_NODE_2_length_161977_cov_67.8501_71	metaspades_NG-13040_917T1L_lib194752_5429_NODE_2_length_161977_cov_67.8501	K08281	pncA; nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]		
metaspades_NG-13040_917T1L_lib194752_5429_NODE_2_length_161977_cov_67.8501_72	metaspades_NG-13040_917T1L_lib194752_5429_NODE_2_length_161977_cov_67.8501	K00763	"pncB, NAPRT1; nicotinate phosphoribosyltransferase [EC:6.3.4.21]"	PF04095.16	Nicotinate phosphoribosyltransferase (NAPRTase) family
metaspades_NG-13040_917T1L_lib194752_5429_NODE_2_length_161977_cov_67.8501_74	metaspades_NG-13040_917T1L_lib194752_5429_NODE_2_length_161977_cov_67.8501	K01916	nadE; NAD+ synthase [EC:6.3.1.5]	PF02540.17	NAD synthase
metaspades_NG-13040_917T1L_lib194752_5429_NODE_2_length_161977_cov_67.8501_75	metaspades_NG-13040_917T1L_lib194752_5429_NODE_2_length_161977_cov_67.8501	K00969	nadD; nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]	PF01467.26	Cytidylyltransferase-like
metaspades_NG-13376_923T7_lib202076_5478_NODE_12_length_65073_cov_26.339_26	metaspades_NG-13376_923T7_lib202076_5478_NODE_12_length_65073_cov_26.339	K01495	"GCH1, folE; GTP cyclohydrolase IA [EC:3.5.4.16]"	PF01227.22	GTP cyclohydrolase I
metaspades_NG-13376_923T7_lib202076_5478_NODE_12_length_65073_cov_26.339_27	metaspades_NG-13376_923T7_lib202076_5478_NODE_12_length_65073_cov_26.339	K10026	queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]	PF04055.21	Radical SAM superfamily
metaspades_NG-13376_923T7_lib202076_5478_NODE_12_length_65073_cov_26.339_28	metaspades_NG-13376_923T7_lib202076_5478_NODE_12_length_65073_cov_26.339	K01737	"queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]"	PF01242.19	6-pyruvoyl tetrahydropterin synthase
metaspades_NG-13376_923T7_lib202076_5478_NODE_12_length_65073_cov_26.339_30	metaspades_NG-13376_923T7_lib202076_5478_NODE_12_length_65073_cov_26.339	K06920	queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	PF06508.13	Queuosine biosynthesis protein QueC
metaspades_NG-14069_919T8_lib221220_5627_NODE_18613_length_3046_cov_3.09963_5	metaspades_NG-14069_919T8_lib221220_5627_NODE_18613_length_3046_cov_3.09963	K07260	vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]		
metaspades_NG-14069_918T8_lib221219_5627_NODE_824_length_14800_cov_25.5696_4	metaspades_NG-14069_918T8_lib221219_5627_NODE_824_length_14800_cov_25.5696	K01953	"asnB, ASNS; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]"	PF00733.21	Asparagine synthase
metaspades_NG-13040_916T5L_lib194717_5429_NODE_3_length_96258_cov_28.3847_37	metaspades_NG-13040_916T5L_lib194717_5429_NODE_3_length_96258_cov_28.3847	K06167	"phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]"		
metaspades_NG-14069_919T8_lib221220_5627_NODE_14988_length_3665_cov_5.60997_1	metaspades_NG-14069_919T8_lib221220_5627_NODE_14988_length_3665_cov_5.60997	K05349	bglX; beta-glucosidase [EC:3.2.1.21]	PF01915.22	Glycosyl hydrolase family 3 C-terminal domain
metaspades_NG-13040_923T2L_lib194718_5429_NODE_48_length_42206_cov_394.969_61	metaspades_NG-13040_923T2L_lib194718_5429_NODE_48_length_42206_cov_394.969	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_923T8_lib221224_5627_NODE_11727_length_3526_cov_4.64621_1	metaspades_NG-14069_923T8_lib221224_5627_NODE_11727_length_3526_cov_4.64621	K01955	"carB, CPA2; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]"	PF02786.17	"Carbamoyl-phosphate synthase L chain, ATP binding domain"
metaspades_NG-13376_923M2_lib202064_5478_NODE_269_length_4190_cov_4.60242_1	metaspades_NG-13376_923M2_lib202064_5478_NODE_269_length_4190_cov_4.60242	K10026	queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]	PF13394.6	4Fe-4S single cluster domain
metaspades_NG-13040_916T3L_lib194728_5429_NODE_14_length_59594_cov_32.1882_51	metaspades_NG-13040_916T3L_lib194728_5429_NODE_14_length_59594_cov_32.1882	K00390	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	PF01507.19	Phosphoadenosine phosphosulfate reductase family
metaspades_NG-14069_923T8_lib221224_5627_NODE_12021_length_3462_cov_4.3528_2	metaspades_NG-14069_923T8_lib221224_5627_NODE_12021_length_3462_cov_4.3528	K00952	nadM; nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]		
metaspades_NG-13040_925T3L_lib194729_5429_NODE_388_length_23229_cov_4.59934_30	metaspades_NG-13040_925T3L_lib194729_5429_NODE_388_length_23229_cov_4.59934	K00390	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	PF01507.19	Phosphoadenosine phosphosulfate reductase family
metaspades_NG-13040_917T3L_lib194709_5429_NODE_318_length_5766_cov_3.97076_6	metaspades_NG-13040_917T3L_lib194709_5429_NODE_318_length_5766_cov_3.97076	K00390	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	PF11922.8	Domain of unknown function (DUF3440)
metaspades_NG-13040_917T3L_lib194709_5429_NODE_318_length_5766_cov_3.97076_8	metaspades_NG-13040_917T3L_lib194709_5429_NODE_318_length_5766_cov_3.97076	K08678	"UXS1, uxs; UDP-glucuronate decarboxylase [EC:4.1.1.35]"	PF16363.5	"GDP-mannose 4,6 dehydratase"
metaspades_NG-13040_925T3L_lib194729_5429_NODE_916_length_12540_cov_4.60256_15	metaspades_NG-13040_925T3L_lib194729_5429_NODE_916_length_12540_cov_4.60256	K06167	"phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]"	PF12706.7	Beta-lactamase superfamily domain
metaspades_NG-14069_918T8_lib221219_5627_NODE_734_length_17241_cov_47.2848_8	metaspades_NG-14069_918T8_lib221219_5627_NODE_734_length_17241_cov_47.2848	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_919T8_lib221220_5627_NODE_3807_length_12781_cov_11.2166_7	metaspades_NG-14069_919T8_lib221220_5627_NODE_3807_length_12781_cov_11.2166	K00721	DPM1; dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	PF00535.26	Glycosyl transferase family 2
metaspades_NG-13040_916T5L_lib194717_5429_NODE_39_length_34098_cov_25.2927_51	metaspades_NG-13040_916T5L_lib194717_5429_NODE_39_length_34098_cov_25.2927	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_922T8_lib221223_5627_NODE_6787_length_4656_cov_3.56401_8	metaspades_NG-14069_922T8_lib221223_5627_NODE_6787_length_4656_cov_3.56401	K02474	wbpO; UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.-]	PF03720.15	"UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain"
metaspades_NG-14069_919T8_lib221220_5627_NODE_15483_length_3564_cov_4.78541_1	metaspades_NG-14069_919T8_lib221220_5627_NODE_15483_length_3564_cov_4.78541	K00820	"glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]"	PF13522.6	Glutamine amidotransferase domain
metaspades_NG-14069_922T8_lib221223_5627_NODE_12343_length_3060_cov_4.31913_1	metaspades_NG-14069_922T8_lib221223_5627_NODE_12343_length_3060_cov_4.31913	K01897	"ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"		
metaspades_NG-15813_GD3A_lib254057_5916_NODE_799_length_4294_cov_5.50318_2	metaspades_NG-15813_GD3A_lib254057_5916_NODE_799_length_4294_cov_5.50318	K00998	pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]		
metaspades_NG-14069_916T8_lib219930_5627_NODE_11178_length_2295_cov_2.75893_2	metaspades_NG-14069_916T8_lib219930_5627_NODE_11178_length_2295_cov_2.75893	K06167	"phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]"	PF12706.7	Beta-lactamase superfamily domain
metaspades_NG-14069_919T8_lib221220_5627_NODE_14006_length_3884_cov_4.5777_3	metaspades_NG-14069_919T8_lib221220_5627_NODE_14006_length_3884_cov_4.5777	K00789	metK; S-adenosylmethionine synthetase [EC:2.5.1.6]	PF00438.20	"S-adenosylmethionine synthetase, N-terminal domain"
metaspades_NG-14069_GD_lib221227_5627_NODE_5854_length_4946_cov_4.44531_6	metaspades_NG-14069_GD_lib221227_5627_NODE_5854_length_4946_cov_4.44531	K00602	purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	PF01808.18	AICARFT/IMPCHase bienzyme
metaspades_NG-14069_925T8_lib221226_5627_NODE_8184_length_5061_cov_4.05334_6	metaspades_NG-14069_925T8_lib221226_5627_NODE_8184_length_5061_cov_4.05334	K00820	"glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]"		
metaspades_NG-13376_916T11_lib202092_5478_NODE_4_length_108186_cov_406.266_8	metaspades_NG-13376_916T11_lib202092_5478_NODE_4_length_108186_cov_406.266	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF18823.1	Inorganic Pyrophosphatase
metaspades_NG-13376_916T11_lib202092_5478_NODE_4_length_108186_cov_406.266_32	metaspades_NG-13376_916T11_lib202092_5478_NODE_4_length_108186_cov_406.266	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-13376_916T11_lib202092_5478_NODE_4_length_108186_cov_406.266_72	metaspades_NG-13376_916T11_lib202092_5478_NODE_4_length_108186_cov_406.266	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF18823.1	Inorganic Pyrophosphatase
metaspades_NG-13376_916T11_lib202092_5478_NODE_4_length_108186_cov_406.266_96	metaspades_NG-13376_916T11_lib202092_5478_NODE_4_length_108186_cov_406.266	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_923T8_lib221224_5627_NODE_3139_length_8957_cov_5.55156_10	metaspades_NG-14069_923T8_lib221224_5627_NODE_3139_length_8957_cov_5.55156	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_925T8_lib221226_5627_NODE_6003_length_6335_cov_29.2459_4	metaspades_NG-14069_925T8_lib221226_5627_NODE_6003_length_6335_cov_29.2459	K01840	manB; phosphomannomutase [EC:5.4.2.8]	PF02878.16	"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I"
metaspades_NG-14069_925T8_lib221226_5627_NODE_6003_length_6335_cov_29.2459_7	metaspades_NG-14069_925T8_lib221226_5627_NODE_6003_length_6335_cov_29.2459	K01939	"purA, ADSS; adenylosuccinate synthase [EC:6.3.4.4]"	PF00709.21	Adenylosuccinate synthetase
metaspades_NG-14069_916T8_lib219930_5627_NODE_7297_length_3152_cov_3.78786_3	metaspades_NG-14069_916T8_lib219930_5627_NODE_7297_length_3152_cov_3.78786	K00823	puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19]	PF00202.21	Aminotransferase class-III
metaspades_NG-13040_924T4L_lib194725_5429_NODE_15_length_38949_cov_13.153_fragment_3_34	metaspades_NG-13040_924T4L_lib194725_5429_NODE_15_length_38949_cov_13.153_fragment_3	K22227	ahbD; heme synthase	PF04055.21	Radical SAM superfamily
metaspades_NG-14069_917T8_lib221218_5627_NODE_215_length_41953_cov_20.9063_fragment_1_33	metaspades_NG-14069_917T8_lib221218_5627_NODE_215_length_41953_cov_20.9063_fragment_1	K08679	E5.1.3.6; UDP-glucuronate 4-epimerase [EC:5.1.3.6]	PF01370.21	NAD dependent epimerase/dehydratase family
metaspades_NG-14069_917T8_lib221218_5627_NODE_215_length_41953_cov_20.9063_fragment_1_34	metaspades_NG-14069_917T8_lib221218_5627_NODE_215_length_41953_cov_20.9063_fragment_1	K00012	"UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]"	PF03721.14	"UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain"
metaspades_NG-14069_917T8_lib221218_5627_NODE_215_length_41953_cov_20.9063_fragment_1_36	metaspades_NG-14069_917T8_lib221218_5627_NODE_215_length_41953_cov_20.9063_fragment_1	K01711	"gmd, GMDS; GDPmannose 4,6-dehydratase [EC:4.2.1.47]"	PF16363.5	"GDP-mannose 4,6 dehydratase"
metaspades_NG-14069_919T8_lib221220_5627_NODE_1054_length_40152_cov_11.5447_fragment_1_1	metaspades_NG-14069_919T8_lib221220_5627_NODE_1054_length_40152_cov_11.5447_fragment_1	K00059	"fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"	PF00106.25	short chain dehydrogenase
metaspades_NG-14069_919T8_lib221220_5627_NODE_1054_length_40152_cov_11.5447_fragment_1_4	metaspades_NG-14069_919T8_lib221220_5627_NODE_1054_length_40152_cov_11.5447_fragment_1	K10026	queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]	PF04055.21	Radical SAM superfamily
metaspades_NG-14069_919T8_lib221220_5627_NODE_1054_length_40152_cov_11.5447_fragment_1_5	metaspades_NG-14069_919T8_lib221220_5627_NODE_1054_length_40152_cov_11.5447_fragment_1	K01737	"queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]"	PF01242.19	6-pyruvoyl tetrahydropterin synthase
metaspades_NG-14069_917T8_lib221218_5627_NODE_80_length_68551_cov_18.1582_fragment_1_31	metaspades_NG-14069_917T8_lib221218_5627_NODE_80_length_68551_cov_18.1582_fragment_1	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_917T8_lib221218_5627_NODE_80_length_68551_cov_18.1582_fragment_1_32	metaspades_NG-14069_917T8_lib221218_5627_NODE_80_length_68551_cov_18.1582_fragment_1	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_925T8_lib221226_5627_NODE_347_length_60962_cov_13.6915_fragment_1_56	metaspades_NG-14069_925T8_lib221226_5627_NODE_347_length_60962_cov_13.6915_fragment_1	K00925	ackA; acetate kinase [EC:2.7.2.1]	PF00871.17	Acetokinase family
metaspades_NG-13040_921T1L_lib194731_5429_NODE_270_length_17323_cov_7.66626_fragment_1_7	metaspades_NG-13040_921T1L_lib194731_5429_NODE_270_length_17323_cov_7.66626_fragment_1	K00059	"fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"	PF13561.6	Enoyl-(Acyl carrier protein) reductase
metaspades_NG-14069_919T8_lib221220_5627_NODE_797_length_48960_cov_9.26398_fragment_1_33	metaspades_NG-14069_919T8_lib221220_5627_NODE_797_length_48960_cov_9.26398_fragment_1	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_925T8_lib221226_5627_NODE_16_length_267636_cov_28.185_fragment_3_209	metaspades_NG-14069_925T8_lib221226_5627_NODE_16_length_267636_cov_28.185_fragment_3	K13038	"coaBC, dfp; phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]"	PF02441.19	Flavoprotein
metaspades_NG-13040_921T1L_lib194731_5429_NODE_16_length_69895_cov_14.2542_fragment_1_21	metaspades_NG-13040_921T1L_lib194731_5429_NODE_16_length_69895_cov_14.2542_fragment_1	K03272	"gmhC, hldE, waaE, rfaE; D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70]"	PF01467.26	Cytidylyltransferase-like
metaspades_NG-13040_921T1L_lib194731_5429_NODE_16_length_69895_cov_14.2542_fragment_1_22	metaspades_NG-13040_921T1L_lib194731_5429_NODE_16_length_69895_cov_14.2542_fragment_1	K03274	"gmhD, rfaD; ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]"	PF01370.21	NAD dependent epimerase/dehydratase family
metaspades_NG-14069_916T8_lib219930_5627_NODE_4_length_212975_cov_20.3987_fragment_3_162	metaspades_NG-14069_916T8_lib219930_5627_NODE_4_length_212975_cov_20.3987_fragment_3	K00788	thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	PF02581.17	Thiamine monophosphate synthase
metaspades_NG-14069_916T8_lib219930_5627_NODE_4_length_212975_cov_20.3987_fragment_3_166	metaspades_NG-14069_916T8_lib219930_5627_NODE_4_length_212975_cov_20.3987_fragment_3	K19355	"MAN; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]"		
metaspades_NG-13040_925T3L_lib194729_5429_NODE_67_length_61677_cov_11.2344_fragment_1_29	metaspades_NG-13040_925T3L_lib194729_5429_NODE_67_length_61677_cov_11.2344_fragment_1	K21064	"ycsE, yitU, ywtE; 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]"	PF08282.12	haloacid dehalogenase-like hydrolase
metaspades_NG-14069_GD_lib221227_5627_NODE_392_length_30298_cov_10.326_fragment_1_21	metaspades_NG-14069_GD_lib221227_5627_NODE_392_length_30298_cov_10.326_fragment_1	K00549	metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	PF01717.18	"Cobalamin-independent synthase, Catalytic domain"
metaspades_NG-13040_925T3L_lib194729_5429_NODE_472_length_20323_cov_3.63144_fragment_1_6	metaspades_NG-13040_925T3L_lib194729_5429_NODE_472_length_20323_cov_3.63144_fragment_1	K01442	E3.5.1.24; choloylglycine hydrolase [EC:3.5.1.24]	PF02275.18	"Linear amide C-N hydrolases, choloylglycine hydrolase family"
metaspades_NG-13040_925T3L_lib194729_5429_NODE_472_length_20323_cov_3.63144_fragment_1_8	metaspades_NG-13040_925T3L_lib194729_5429_NODE_472_length_20323_cov_3.63144_fragment_1	K00390	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	PF11922.8	Domain of unknown function (DUF3440)
metaspades_NG-14069_919T8_lib221220_5627_NODE_1187_length_35864_cov_9.01017_fragment_1_19	metaspades_NG-14069_919T8_lib221220_5627_NODE_1187_length_35864_cov_9.01017_fragment_1	K00390	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	PF01507.19	Phosphoadenosine phosphosulfate reductase family
metaspades_NG-14069_922T8_lib221223_5627_NODE_132_length_57096_cov_28.9049_fragment_1_10	metaspades_NG-14069_922T8_lib221223_5627_NODE_132_length_57096_cov_28.9049_fragment_1	K01951	"guaA, GMPS; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]"	PF00958.22	GMP synthase C terminal domain
metaspades_NG-14069_923T8_lib221224_5627_NODE_138_length_80652_cov_29.8538_fragment_1_21	metaspades_NG-14069_923T8_lib221224_5627_NODE_138_length_80652_cov_29.8538_fragment_1	K01613	"psd, PISD; phosphatidylserine decarboxylase [EC:4.1.1.65]"	PF02666.15	Phosphatidylserine decarboxylase
metaspades_NG-14069_923T8_lib221224_5627_NODE_138_length_80652_cov_29.8538_fragment_1_22	metaspades_NG-14069_923T8_lib221224_5627_NODE_138_length_80652_cov_29.8538_fragment_1	K17103	"CHO1, pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]"	PF01066.21	CDP-alcohol phosphatidyltransferase
metaspades_NG-14069_923T8_lib221224_5627_NODE_138_length_80652_cov_29.8538_fragment_1_30	metaspades_NG-14069_923T8_lib221224_5627_NODE_138_length_80652_cov_29.8538_fragment_1	K01689	"ENO, eno; enolase [EC:4.2.1.11]"	PF00113.22	"Enolase, C-terminal TIM barrel domain"
metaspades_NG-14069_920T8_lib221221_5627_NODE_539_length_19404_cov_10.3827_fragment_1_3	metaspades_NG-14069_920T8_lib221221_5627_NODE_539_length_19404_cov_10.3827_fragment_1	K21029	moeB; molybdopterin-synthase adenylyltransferase [EC:2.7.7.80]	PF00899.21	ThiF family
metaspades_NG-14069_919T8_lib221220_5627_NODE_328_length_88775_cov_34.8673_fragment_1_19	metaspades_NG-14069_919T8_lib221220_5627_NODE_328_length_88775_cov_34.8673_fragment_1	K07258	"dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]"	PF00768.20	D-alanyl-D-alanine carboxypeptidase
