Virus,AAI to closest RaFAH reference,Host genus,Confidence score,List of methods
VIVO4-INOCULUM-2-2-k141_118730,89.98,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,100.00,blast;98.60 RaFAH;97.70 iPHoP-RF;93.70
VIVO4-INOCULUM-2-2-k141_119011,9.40,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter,90.10,blast;92.60 iPHoP-RF;70.20
VIVO4-INOCULUM-2-2-k141_11906,60.11,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter,91.80,iPHoP-RF;94.10 blast;88.20
VIVO4-INOCULUM-2-2-k141_11906,60.11,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83,91.60,blast;93.90
VIVO4-INOCULUM-2-2-k141_1194,40.00,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,94.20,blast;95.90 iPHoP-RF;76.40 CRISPR;54.10
VIVO4-INOCULUM-2-2-k141_119825,17.89,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E,98.70,CRISPR;99.00 blast;96.70 iPHoP-RF;86.70
VIVO4-INOCULUM-2-2-k141_119872,24.70,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,96.00,blast;97.20 CRISPR;95.60 iPHoP-RF;88.20
VIVO4-INOCULUM-2-2-k141_120643,16.68,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q,90.90,blast;93.30 iPHoP-RF;75.20
VIVO4-INOCULUM-2-2-k141_121446,51.54,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,99.40,blast;98.40 RaFAH;85.50 iPHoP-RF;67.30
VIVO4-INOCULUM-2-2-k141_121825,53.48,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor,94.20,blast;95.90 iPHoP-RF;89.80 CRISPR;54.30
VIVO4-INOCULUM-2-2-k141_121863,20.69,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella,95.20,blast;96.60 iPHoP-RF;60.10
VIVO4-INOCULUM-2-2-k141_124214,39.65,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,90.20,blast;92.70 iPHoP-RF;91.80 CRISPR;89.80
VIVO4-INOCULUM-2-2-k141_124717,10.38,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium,93.00,blast;95.00 iPHoP-RF;94.10
VIVO4-INOCULUM-2-2-k141_12478,58.27,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q,91.60,blast;93.90 iPHoP-RF;91.40 CRISPR;59.60
VIVO4-INOCULUM-2-2-k141_12478,58.27,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,91.40,iPHoP-RF;93.70 blast;93.60
VIVO4-INOCULUM-2-2-k141_12675,12.59,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia,93.50,blast;95.40 iPHoP-RF;90.80
VIVO4-INOCULUM-2-2-k141_127047,100.00,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,100.00,RaFAH;98.60 iPHoP-RF;94.10 blast;82.00
VIVO4-INOCULUM-2-2-k141_127047,100.00,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides,91.60,blast;93.90
VIVO4-INOCULUM-2-2-k141_127047,100.00,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,91.00,iPHoP-RF;93.40 blast;74.60
VIVO4-INOCULUM-2-2-k141_127225,59.93,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium,91.50,blast;93.80 iPHoP-RF;82.20
VIVO4-INOCULUM-2-2-k141_127225,59.93,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__GCA-900066495,91.40,blast;93.70 iPHoP-RF;81.40 CRISPR;63.80
VIVO4-INOCULUM-2-2-k141_133220,100.00,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,99.90,RaFAH;99.70 blast;69.30
VIVO4-INOCULUM-2-2-k141_133220,100.00,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,95.60,blast;96.90 iPHoP-RF;92.80
VIVO4-INOCULUM-2-2-k141_134604,3.53,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor,90.90,blast;93.30 iPHoP-RF;71.30
VIVO4-INOCULUM-2-2-k141_135264,75.73,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,90.80,blast;93.20
VIVO4-INOCULUM-2-2-k141_136038,86.64,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor,90.30,blast;92.80 iPHoP-RF;91.10
VIVO4-INOCULUM-2-2-k141_1367,100.00,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,100.00,RaFAH;99.50 blast;96.40 iPHoP-RF;90.10 CRISPR;58.20
VIVO4-INOCULUM-2-2-k141_1367,100.00,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A,99.40,RaFAH;99.50
VIVO4-INOCULUM-2-2-k141_13750,8.61,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A,91.60,blast;93.90 iPHoP-RF;78.00
VIVO4-INOCULUM-2-2-k141_137683,5.29,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor,91.40,blast;93.70 iPHoP-RF;70.20
VIVO4-INOCULUM-2-2-k141_139309,16.23,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Muricomes,93.10,iPHoP-RF;95.10 blast;93.90 CRISPR;68.10
VIVO4-INOCULUM-2-2-k141_139547,8.08,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter,93.00,blast;95.00 iPHoP-RF;86.70
VIVO4-INOCULUM-2-2-k141_139837,99.79,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B,95.40,blast;96.80 iPHoP-RF;88.90
VIVO4-INOCULUM-2-2-k141_140274,81.21,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,96.40,CRISPR;97.50 iPHoP-RF;93.10 blast;92.50
VIVO4-INOCULUM-2-2-k141_140477,7.07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,91.60,blast;93.90 iPHoP-RF;86.70
VIVO4-INOCULUM-2-2-k141_141090,18.71,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,92.10,blast;94.30 iPHoP-RF;92.80
VIVO4-INOCULUM-2-2-k141_141865,42.30,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q,90.90,blast;93.30
VIVO4-INOCULUM-2-2-k141_142753,37.17,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas,96.60,blast;97.60 iPHoP-RF;75.90
VIVO4-INOCULUM-2-2-k141_142809,76.97,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,94.60,blast;96.20 iPHoP-RF;88.50
VIVO4-INOCULUM-2-2-k141_146006,20.43,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,93.20,blast;95.20 iPHoP-RF;90.10 CRISPR;60.60
VIVO4-INOCULUM-2-2-k141_14773,78.62,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,94.50,iPHoP-RF;96.10 blast;94.70
VIVO4-INOCULUM-2-2-k141_14986,90.01,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter,96.30,blast;97.40
VIVO4-INOCULUM-2-2-k141_150662,6.12,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1191,94.50,blast;96.10 iPHoP-RF;66.00
VIVO4-INOCULUM-2-2-k141_151167,4.58,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger,95.40,blast;96.80 iPHoP-RF;63.30
VIVO4-INOCULUM-2-2-k141_152705,4.98,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor,90.20,blast;92.70 iPHoP-RF;73.20
VIVO4-INOCULUM-2-2-k141_152750,51.80,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium,99.70,CRISPR;99.50 iPHoP-RF;97.10 blast;96.60 RaFAH;72.60
VIVO4-INOCULUM-2-2-k141_152820,6.64,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,91.60,blast;93.90 iPHoP-RF;68.90
VIVO4-INOCULUM-2-2-k141_152946,31.29,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,92.10,blast;94.30 iPHoP-RF;69.50
VIVO4-INOCULUM-2-2-k141_153360,85.05,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,100.00,RaFAH;99.10 CRISPR;99.00 blast;97.50 iPHoP-RF;97.10
VIVO4-INOCULUM-2-2-k141_153360,85.05,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,93.50,iPHoP-RF;95.40
VIVO4-INOCULUM-2-2-k141_153931,92.84,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium,97.80,blast;96.60 iPHoP-RF;95.10 RaFAH;77.10 CRISPR;71.20
VIVO4-INOCULUM-2-2-k141_155388,55.27,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,94.30,blast;96.00 iPHoP-RF;82.80
VIVO4-INOCULUM-2-2-k141_156377,16.86,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AP,91.40,blast;93.70 iPHoP-RF;85.10
VIVO4-INOCULUM-2-2-k141_157673,24.75,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Muricomes,92.60,blast;94.70 iPHoP-RF;91.80 CRISPR;79.40
VIVO4-INOCULUM-2-2-k141_157924,8.97,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor,91.60,blast;93.90 iPHoP-RF;80.80
VIVO4-INOCULUM-2-2-k141_158181,100.00,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,91.80,iPHoP-RF;94.10 blast;93.50
VIVO4-INOCULUM-2-2-k141_158373,15.50,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Faecalibacillus,90.70,blast;93.10 iPHoP-RF;50.20
VIVO4-INOCULUM-2-2-k141_158744,14.48,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia,92.60,CRISPR;94.70 blast;91.70 iPHoP-RF;74.80
VIVO4-INOCULUM-2-2-k141_159409,8.57,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia,92.70,blast;94.80 iPHoP-RF;93.70
VIVO4-INOCULUM-2-2-k141_159661,21.07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__AM07-15,91.50,blast;93.80
VIVO4-INOCULUM-2-2-k141_16006,3.55,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor,93.10,blast;95.10 iPHoP-RF;72.40
VIVO4-INOCULUM-2-2-k141_160536,14.08,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071,90.70,blast;93.10
VIVO4-INOCULUM-2-2-k141_163482,16.78,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,94.70,blast;96.30 iPHoP-RF;87.60
VIVO4-INOCULUM-2-2-k141_163641,,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella,94.30,blast;96.00 iPHoP-RF;75.20
VIVO4-INOCULUM-2-2-k141_163641,,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter,91.00,blast;93.40 iPHoP-RF;59.80
VIVO4-INOCULUM-2-2-k141_164051,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora,93.90,iPHoP-RF;95.70
VIVO4-INOCULUM-2-2-k141_164456,94.90,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter,97.50,CRISPR;97.90 RaFAH;56.50
VIVO4-INOCULUM-2-2-k141_165710,3.77,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium,96.30,blast;97.40 iPHoP-RF;95.10
VIVO4-INOCULUM-2-2-k141_16583,13.71,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas,91.00,blast;93.40 iPHoP-RF;84.80
VIVO4-INOCULUM-2-2-k141_16699,58.43,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas,94.90,iPHoP-RF;96.40
VIVO4-INOCULUM-2-2-k141_16699,58.43,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas,91.20,blast;93.60 iPHoP-RF;91.10
VIVO4-INOCULUM-2-2-k141_169370,100.00,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor,90.20,blast;92.70 iPHoP-RF;54.10
VIVO4-INOCULUM-2-2-k141_169426,60.49,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502,91.10,blast;93.50
VIVO4-INOCULUM-2-2-k141_169460,27.38,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,94.50,blast;96.10 iPHoP-RF;79.80
VIVO4-INOCULUM-2-2-k141_170600,98.31,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter,90.40,blast;92.90 iPHoP-RF;76.40
VIVO4-INOCULUM-2-2-k141_17108,29.60,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor,95.20,blast;96.60 iPHoP-RF;88.20 CRISPR;68.60
VIVO4-INOCULUM-2-2-k141_171807,13.38,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__,91.00,blast;93.40 iPHoP-RF;54.40
VIVO4-INOCULUM-2-2-k141_171836,99.93,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium,99.10,RaFAH;99.30
VIVO4-INOCULUM-2-2-k141_171836,99.93,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F,99.10,RaFAH;99.30
VIVO4-INOCULUM-2-2-k141_171836,99.93,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P,99.10,RaFAH;99.30
VIVO4-INOCULUM-2-2-k141_172365,33.10,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus,90.40,blast;92.90 iPHoP-RF;64.00
VIVO4-INOCULUM-2-2-k141_175852,61.41,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia,93.80,blast;94.30 iPHoP-RF;70.40 RaFAH;61.30
VIVO4-INOCULUM-2-2-k141_17619,3.07,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella,90.80,blast;93.20 iPHoP-RF;86.00
VIVO4-INOCULUM-2-2-k141_176476,10.30,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia,91.10,blast;93.50 iPHoP-RF;88.50
VIVO4-INOCULUM-2-2-k141_176677,18.41,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,93.80,blast;95.60 iPHoP-RF;67.50
VIVO4-INOCULUM-2-2-k141_17769,19.35,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium,94.50,iPHoP-RF;96.10 blast;94.10
VIVO4-INOCULUM-2-2-k141_178879,11.14,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,98.20,blast;98.70 iPHoP-RF;94.40
VIVO4-INOCULUM-2-2-k141_181576,41.69,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia,96.40,blast;97.50 iPHoP-RF;94.70 CRISPR;64.10
VIVO4-INOCULUM-2-2-k141_181576,41.69,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter,91.80,iPHoP-RF;94.10 blast;91.80
VIVO4-INOCULUM-2-2-k141_18291,5.67,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,99.70,RaFAH;99.70
VIVO4-INOCULUM-2-2-k141_18291,5.67,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,95.00,blast;96.50 iPHoP-RF;79.00
VIVO4-INOCULUM-2-2-k141_183161,6.30,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger,91.50,blast;93.80 iPHoP-RF;71.70
VIVO4-INOCULUM-2-2-k141_183176,91.67,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q,95.00,CRISPR;96.50 iPHoP-RF;91.80 blast;91.20
VIVO4-INOCULUM-2-2-k141_183477,4.97,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia,93.10,blast;95.10 iPHoP-RF;77.80
VIVO4-INOCULUM-2-2-k141_184419,21.62,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor,93.60,blast;95.50 iPHoP-RF;86.30 CRISPR;75.90
VIVO4-INOCULUM-2-2-k141_185051,8.77,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia,90.90,blast;93.30 iPHoP-RF;92.40
VIVO4-INOCULUM-2-2-k141_185391,80.41,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium,94.60,blast;96.20 iPHoP-RF;95.40 CRISPR;81.50
VIVO4-INOCULUM-2-2-k141_185494,26.70,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium,92.70,blast;94.80 iPHoP-RF;94.40 CRISPR;67.60
VIVO4-INOCULUM-2-2-k141_185894,98.05,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor,96.20,blast;97.30 iPHoP-RF;95.40
VIVO4-INOCULUM-2-2-k141_186267,23.50,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,94.90,blast;96.40 iPHoP-RF;61.90
VIVO4-INOCULUM-2-2-k141_187308,99.30,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,100.00,RaFAH;99.40 iPHoP-RF;97.10
VIVO4-INOCULUM-2-2-k141_187308,99.30,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,94.90,iPHoP-RF;96.40 blast;92.90 CRISPR;60.70
VIVO4-INOCULUM-2-2-k141_188570,22.71,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter,90.70,blast;93.10 iPHoP-RF;84.80
VIVO4-INOCULUM-2-2-k141_188873,16.94,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AP,91.60,blast;93.90 iPHoP-RF;87.90
VIVO4-INOCULUM-2-2-k141_190986,64.01,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter,94.30,blast;93.10 iPHoP-RF;92.80 RaFAH;70.90
VIVO4-INOCULUM-2-2-k141_191065,9.98,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,98.40,blast;98.80 iPHoP-RF;54.40
VIVO4-INOCULUM-2-2-k141_192288,10.00,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor,90.00,blast;92.50 iPHoP-RF;81.60
VIVO4-INOCULUM-2-2-k141_19538,55.60,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter,91.50,blast;93.80 iPHoP-RF;87.30
VIVO4-INOCULUM-2-2-k141_198715,14.61,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417,93.60,blast;95.50 iPHoP-RF;70.60
VIVO4-INOCULUM-2-2-k141_199108,60.46,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter,95.20,blast;96.60 iPHoP-RF;80.80
VIVO4-INOCULUM-2-2-k141_200324,31.11,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q,91.50,blast;93.80 iPHoP-RF;89.50 CRISPR;51.80
VIVO4-INOCULUM-2-2-k141_201467,4.23,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,94.20,blast;95.90 iPHoP-RF;56.00
VIVO4-INOCULUM-2-2-k141_201526,7.44,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,97.00,blast;97.90 iPHoP-RF;86.70 CRISPR;66.80
VIVO4-INOCULUM-2-2-k141_202061,98.41,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83,98.50,RaFAH;98.90
VIVO4-INOCULUM-2-2-k141_202061,98.41,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter,98.50,RaFAH;98.90
VIVO4-INOCULUM-2-2-k141_202061,98.41,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,90.10,CRISPR;92.60 blast;91.70
VIVO4-INOCULUM-2-2-k141_203086,99.33,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,100.00,RaFAH;99.70 blast;89.80 iPHoP-RF;89.20 CRISPR;86.40
VIVO4-INOCULUM-2-2-k141_203086,99.33,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,94.90,blast;96.40 CRISPR;95.60 iPHoP-RF;88.50
VIVO4-INOCULUM-2-2-k141_20313,6.35,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,99.90,RaFAH;94.70 blast;93.00 iPHoP-RF;84.20
VIVO4-INOCULUM-2-2-k141_204462,76.75,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,95.40,blast;96.80 iPHoP-RF;87.60
VIVO4-INOCULUM-2-2-k141_204622,96.34,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Anaeroglobus,97.60,blast;98.30 iPHoP-RF;75.00 CRISPR;60.40
VIVO4-INOCULUM-2-2-k141_206112,99.04,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter,99.40,RaFAH;94.90 blast;91.40 iPHoP-RF;71.10
VIVO4-INOCULUM-2-2-k141_206112,99.04,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83,92.90,RaFAH;94.90
VIVO4-INOCULUM-2-2-k141_206468,99.94,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,100.00,RaFAH;97.60 iPHoP-RF;97.10 blast;96.80
